37SOB9Z0ST9XAAY74PN1903DHYO3LY,who is their manager \?,diego simeone,coach,diego simeone
3J9L0X0VDGYZ06ZMPCVD9ONFFX19WD,what 's the capacity of the wanda stadium \?,"i think that 67 , 703 spectators",capacity,"67,703"
3GV1I4SEOA1W7TLPNRLZG3FYSOLL6I,who is the coach for italy \?,roberto mancini,coach,roberto mancini
3ECKRY5B1R8W52XU4TLXLLG1GOOIZS,what is the main shirt color of this team \?,usually they play in a red shirt,jersey color,red
3ECKRY5B1R8W52XU4TLXLLG1GOOIZS,what is the color of their away game shirt \?,"red , white , blue , and grey",jersey color,red
3CZH926SIDQ4M07JNH5G6A50N0FE44,how many world cups have brazil won \?,they have won 5 world cups,number of world cup champion,5
3EKTG13IZVFYWW6HA7SG5ZCJHP4LMV,what color is paris sg \?,its colors are blue and red,jersey color,blue
3VLL1PIENR061O8X2OY25ICNSXNZO4,how far did belgium get in the 2018 world cup \?,belgium reached the semi finals in the 2018 world cup,world cup third place,2018
3HO4MYYR130ZQJ8JW5D07QBG4GJU6P,who 's the head coach of the senegal \?,aliou cisse is the current head coach,coach,aliou cisse
3J9L0X0VDGYZ06ZMPCVD9ONGGWXW9X,name the goalkeeper who save lionel messi penalty \?,hannes thor halldorsson is the goalkeeper to save the lionel messi penalty,goalkeeper,hannes thor halldorsson
3VO4XFFP16YQ2QF7Y6YN33ENW6Y7QX,who is the colombian goal keeper \?,david ospina,goalkeeper,david ospina
3DZKABX2ZJHOJF6KBM08PC5AF8YVC3,who is the current captain \?,lionel messi is the captain,captain,lionel messi
3RDTX9JRTZDKARYLH4N1H8OYM6S799,who is switzerland 's starting goalie \?,"yann sommer , i think",goalkeeper,yann sommer
3KL228NDMWYNKGSDE4IKDUF7W3NKGJ,what position does modric play \?,modric is the midfielder on real madrid,position,defender
35O6H0UNLTSUTZXBFNZH8IO5R5AJ52,who is the current manager of italy \?,roberto mancini,coach,roberto mancini
3Q7TKIAPOUMVS204XETDM9PP8BCLDD,who is the coach of bvb dortmund \?,lucien favre,coach,lucien favre
3BCRDCM0OE6LNN372R9Y132I2PKK6H,what is the name of the liverpool coach \?,jurgen klopp,coach,jurgen klopp
3N7PQ0KLI61J44OFN30XW5DT81ME3L,who is the head coach for this atletico madrid \?,diego simeone,coach,diego simeone
3JMNNNO3B2GO0MEN43GYZ1F2AQO2WC,who is their current captain \?,andres guardado is the captain,captain,andres guardado
3JMNNNO3B2GO0MEN43GYZ1F2AQO2WC,who is the coach \?,gerardo martino is the head coach,coach,gerardo martino
3GVPRXWRPI6DLSROLYTEU1N13MSI7U,who is the current coach for ac milan \?,gennaro gattuso,coach,gennaro gattuso
3B9J25CZ26P8RNPGHRV3EPL3G45CSG,what is liverpool 's uniform colors \?,they play in red,jersey color,red
3B9J25CZ26P8RNPGHRV3EPL3G45CSG,how many goals did he score \?,48 goals so far,goals,48
3B9J25CZ26P8RNPGHRV3EPL3G45CSG,who is liverpool 's manager this year \?,jurgen klopp,coach,jurgen klopp
3LB1BGHFL38M9Q302JIILL98LB0TYT,do you know the name of the goalkeeper \?,marc andre ter stegen,has player,marc-andre ter stegen
3VGET1QSZ1BVMNBTAFXTVSW9K7E7W0,when was the ac milan soccer team established \?,1899,founded on,1899
3D5G8J4N5BG55W8VX8VYEM5E3UYVTM,what is their jersey color \?,black and white,jersey color,black and white
38LRF35D5M80T0L1D3F20NZWUPFU3H,who coaches arsenal \?,unai emery is the coach now,coach,unai emery
33BFF6QPI2NDL4A683U3IBKUG4O3WO,who is the goalkeeper for colombia \?,david ospina is the goalkeeper for colambia,goalkeeper,david ospina
3ZLW647WAM7R9OCZUJ5WU444BYX238,who is the current manager of chelsea \?,maurizio sarri,coach,maurizio sarri
3AFT28WXLGEK6YJN2KAG5N9XWKLOIW,who is the coach of liverpool \?,jurgen klopp,coach,jurgen klopp
3I6NF2WGIH8K2X7A7HEEB5WQ0CP5GH,how many goals ronaldo score for juventus \?,so far he has scored 19 goals,goals,19
3RBI0I35XFFHA956N4CR3859QDQY3J,who is the actual mu head coach \?,the head coach is jose mourinho,coach,jose mourinho
39WICJI5AU4HFZFBJQEAHFEBW7UZ3B,are brazil the country with the most world cup wins \?,"yes , 5 wins",number of world cup champion,5
39WICJI5AU4HFZFBJQEAHFEBW7UZ3B,which year is the most recent win for brazil in the world cup \?,brazil last won the world cup in 2002 beating germany 2 0,world cup champions,2002
3I7KR83SNBP856550YCALDTKSQRK9R,what is the color of the uniform of bayer munich \?,all red,jersey color,red
3ZRKL6Z1E9FL8Z5LJDRM4G6IEWXGSU,do you know what position he plays in \?,he is a midfielder,position,midfielder
3EQVJH0T41X0NVDBSJEUZLE4UGRHTL,how many goals has cavani scored for psg \?,cavani a uruguayan forward has scored for the paris pg so far 7 goals,caps,7
378G7J1SJMAGV2Q3XNBZ12OR7TEEWQ,who was their captain in wc \?,andres guardado,captain,andres guardado
3PUOXASB58F3U14R0ZFK8SHXWZ5Z9T,who is croatia 's head coach \?,zlatko dalic,coach,zlatko dalic
36818Z1KV4PGER737YYB0MN2NMPA3N,what color is paris sg 's uniforms \?,red and blue,jersey color,blue
3XDJY5RK5TXLBW45DHKLASR28PD4UE,how many times have they won the world cup \?,a cattle 4 times the world cup,number of world cup champion,4
3XDJY5RK5TXLBW45DHKLASR28PD4UE,when was the last time germany won the world cup \?,it was 2014 in brazil,world cup champions,2014
3HEA4ZVWVEYMM0IQQLVN785094F552,what color is bayern munich 's jersey \?,red is their primary color,jersey color,red
38B7Q9C28HH16RKGYUI9BUO2RV7698,who are the captain \?,giorgio chiellini,captain,giorgio chiellini
3QTFNPMJC7UOJ38L19YPQTCI2NIZNP,who is bayern munich 's manager this year \?,bayern munich 's manager this year is niko kovac,coach,niko kovac
3QTFNPMJC7UOJ38L19YPQTCI2NIZNP,who is the current manager of bayern munich \?,niko kovac is the bayern manager,coach,niko kovac
3QGTX7BCHQEKTE2FX923WCCVA3N5Z9,who is the manager of ac milan \?,gennaro gattuso is the manager of ac milan,coach,gennaro gattuso
3QGTX7BCHQEKTE2FX923WCCVA3N5Z9,ac milan flag what is color \?,the ac milan colors are black and red,jersey color,black and red
38RHULDV9ZRSB7SPT61QMHMIYNNWII,what color are juventus' jerseys \?,juventus has black and white jersey,jersey color,black and white
3D5G8J4N5BG55W8VX8VYEM5D2V1VTO,who is one of their midfielders \?,luka modric,midfielder,luka modric
33QQ60S6ATU4C8M4UGXJYP1QSCSU0K,who is the new manager of the arsenal \?,unai emery,coach,unai emery
382GHPVPHT31C2RMYXOKNJ12VCT436,when the last time germany became the world champion,it was in 2014,world cup champions,2014
30EV7DWJTW7G7SSO66APABHU13Q6YW,who is their current manager \?,fernando santos,coach,fernando santos
3VDVA3ILIERLEF6R6UC28FJ9OWK1GV,who is the captain of uruguay \?,diego godin,captain,diego godin
3VDVA3ILIERLEF6R6UC28FJ9OWK1GV,who is their captain \?,diego godin is the captain,captain,diego godin
3CKVGCS3PHHOXVU05B2JJOJ27F80SB,who is the captain of france \?,hugo lloris is the current captain,captain,hugo lloris
3CKVGCS3PHHOXVU05B2JJOJ27F80SB,what is his position \?,he is the goalkeeper,position,goalkeeper
3PA41K45VOG52EESYTJY3YODRA9P7L,what 's bayern munich 's ground called,the allianz arena is the stadium of the munich i think they should buy new and young players,ground,allianz arena
3PA41K45VOG52EESYTJY3YODRA9P7L,what is the stadium capacity \?,"trained for 75 , 000 people",capacity,"75,000"
3J6BHNX0UA4TU89Z18VF3EO4XFAKNS,bayern munich flag what is color \?,"their flag is red on top , white on bottom",jersey color,red
31D0ZWOD0BBKXZ86OBGSYOPWL910AF,when did italy win their 1st world cup \?,1934,world cup champions,1934
31D0ZWOD0BBKXZ86OBGSYOPWL910AF,who is the coach for italy \?,roberto mancini,coach,roberto mancini
31D0ZWOD0BBKXZ86OBGSYOPWL910AF,when did they last win \?,in 2006,world cup champions,2006
3P520RYKCII37F85RM3VFKXG8L7U58,who is paris sg 's coach \?,thomas tuchel,coach,thomas tuchel
3ZTE0JGGCF4TTVXNAAEUUKB1IG5OCX,question what year was ac milan founded in \?,ac milan was founded in the year 1899,founded on,1899
3B9J25CZ26P8RNPGHRV3EPL2F57CSH,who is the captain \?,the captain is hugo lloris,captain,hugo lloris
3B9J25CZ26P8RNPGHRV3EPL2F57CSH,how many caps does he have \?,he has played in 110 matches,caps,110
3B9J25CZ26P8RNPGHRV3EPL2F57CSH,who is france 's goalkeeper \?,hugo lloris usually plays in goal for them,goalkeeper,hugo lloris
3K1H3NEY7MBF6AM3MNWX9HKHCURDG0,who is the manager of manchester united \?,jose mourinho,coach,jose mourinho
3ACRLU860OQO7ZSS2WF3EOB5WT0BEA,how many times have they won the world cup \?,i currently think france has won 2 times the world cup,number of world cup champion,2
39I4RL8QGKTG6AYLDIDMRD2CEHB4HD,who is the keeper coach for fc porto \?,sergio conceicao is their current coach right now,coach,sergio conceicao
38O9DZ0A63ZQ67ZHDL3U17GOLPX62G,have uruguay ever won the world cup \?,they have won 2 times,number of world cup champion,2
3FJ2RVH250IDOQ1FBS66LH7QBQ592U,what position does he play \?,he plays as a midfielder,position,midfielder
3SZYX62S5HC194W9EEAK5SJX19675G,who is the current coach of paris sg \?,thomas tuchel coaches paris sg,coach,thomas tuchel
3VQTAXTYN4X5WVPESWU8I6X8IHUBUR,when did uruguay last win a world cup \?,uruguay won its last world cup in 1950,world cup champions,1950
3M4KL7H8KWZJHMHLUH3GWO6JTJJ16U,where is chelsea 's ground \?,stamford bridge,ground,stamford bridge
3VMV5CHJZ9RMNZI08DWCEL24GFATGV,who is the manager of paris sg \?,thomas tuchel,coach,thomas tuchel
3X52SWXE0YH1Y46P1W54BEONLI4WCH,did you rember if belgium was in the last workd cup \?,"yes belgium 's best finish in the world cup is third , at the russia 2018 tournament",world cup third place,2018
3DWGDA5POGG4WCWMVPBO8GMIACB1VM,who is the striker for mexico \?,javier hernandez,forward,javier hernandez
39O6Z4JLX39CMDHF2IWV3PQKGQMVX5,who is bvb dortmund 's manager \?,lucien favre is the bvb dortmund 's manager,coach,lucien favre
3OLZC0DJ8KRFWISK3WWU0F34REMVI8,have they ever won a world cup \?,if france won the world cup in 1934,world cup champions,1934
3IQ9O0AYW7B0JQOVY1WFZXFJUT6TIQ,who else plays for argentina \?,"in the argentine selection players like dybala , di maria among other players play",midfielder,angel di maria
38B7Q9C28HH16RKGYUI9BUO3SU5697,how many goals has marco reus scored \?,he scored 10 goals,goals,10
3BFNCI9LYL2YVP950VMRQVLCMEI73S,who are their top players \?,hernandez,has player,javier hernandez
3TY2U1TEB8M20YCW4P3B9S7A965JJO,what other players do you like \?,i also like that team but my favorite player is luis suarez,has player,luis suarez
3UL5XDRDNDV59I1SOJ2QJSFSCTC581,who is the goalkeeper for sweden \?,roben olsen is their current keeper,goalkeeper,robin olsen
3D1UCPY6GHL2V3EOA0EX4VH8YXL389,how many goals has shaquiri scored for switzerland \?,he has scored 22 goals,goals,22
3D1UCPY6GHL2V3EOA0EX4VH8YXL389,how many goals did he scored for liverpool \?,i think around 6 this season,goals,6
3MGHRFQY2M1LTH694HU81A73O03Y0M,what are the colors of atletico madrid \?,they play in red and white \?,jersey color,red and white
3MGHRFQY2M1LTH694HU81A73O03Y0M,can you tell which year they were founded on \?,they were founded on 1903,founded on,1903
3NFWQRSHVFQC4U0ZDTRNXHN2O77GFE,who is the coach for bayern munich \?,niko kovac,coach,niko kovac
356ZPKYPUITOHYATL29YGB8AV9IYPV,has the sweden football team made it to the world cup and if so what years \?,"yes, they have 12 world cup appearances",world cup appearance,12
3G57RS03HIHUN3Z382TP912PQTK52Y,what position does he play in \?,he is a defender,position,defender
3PKJ68EHDO869SH6GP0QXFRWXDXJHG,who is the coach for spain \?,luis enrique is spain 's new head coach,coach,luis enrique
3C8QQOM6JQDC0DGQPSUOD6520GLLIG,which position does he play currently \?,he 's their foward,position,forward
3MDWE879UIE7C31BULZHMAAU5WIB9Y,who is chelsea head coach this year \?,m sarri,coach,maurizio sarri
3DA79LNS5A7LTN6CDYPSVRDUBB83TZ,who is the current manager of ac milan \?,"ac milans current manager is former player , gennaro gattuso",coach,gennaro gattuso
3DTJ4WT8BERKPXV88AV606I9OVHZE0,what is the current goalkeeper of columbia \?,david ospina is the keeper,goalkeeper,david ospina
3XT3KXP240AUHSDJ2OOMONN6BKS6IQ,brazil wins world cup \?,"brazil has won the world cup 5 times , last time being 2002",number of world cup champion,5
3XT3KXP240AUHSDJ2OOMONN6BKS6IQ,how many goals did neymar score for brazil \?,he has scored 60 goals,goals,60
3PMR2DOWOPD4QHEQCGCD2GZM98K54X,what 's chelsea 's ground called,i believe it is stamford bridge,ground,stamford bridge
3FJ2RVH250IDOQ1FBS66LH7QBQ692V,who is the coach of bayern munich \?,niko kovac,coach,niko kovac
3B9XR6P1WF7WIFEKGXQUB4OX11WBJV,did you remember 1 player of iceland team \?,rurik gislason !,has player,rurik gislason
32CAVSKPCF14JX7MQZ1JCUKZW51U1P,who is icelands goalie,hannes thor halldorsson,goalkeeper,hannes thor halldorsson
38VTL6WC4BPKOOSA1N0KI53T49HY59,who is their coach \?,diego simeone,coach,diego simeone
3EKTG13IZVFYWW6HA7SG5ZCJHP4MLW,who is the captain of belgium \?,eden hazard,captain,eden hazard
3VMV5CHJZ9RMNZI08DWCEL23FEEGTH,how many times have spain won the world cup \?,"1 time , in 2010",number of world cup champion,1
3P888QFVX46XNW76FSFPEP0IMV5QO3,what 's athletico madrid 's manager called \?,diego simeone,coach,diego simeone
3ULIZ0H1VBHNYIH7PYTB4ISJXO815E,what is the name of the captain of colombia \?,radamel falcao,captain,radamel falcao
3UOMW19E6EI7LLR55VIVLEBA1L05C9,who are their current coach \?,sergio conceicao,coach,sergio conceicao
30F94FBDNSWQWIAPSR4YDAB702ITBE,who is the spanish national team captain \?,sergio ramos,captain,sergio ramos
35ZRNT9RUJA5GV14HH3T1H77C3TO30,what is the name of the captain of the mexican national team \?,andres guardado,captain,andres guardado
3BDORL6HKLPWQ8P322VYOFG6T3QRCA,who is their coach \?,lucian favre is dortmund 's coach,coach,lucien favre
31MBOZ6PAP3LNAUQXIY22378OAXCL2,who is the captain of brazil \?,neymar is the captain,captain,neymar[2]
3HRWUH63QVEQCPOWULR91P5MYFRN50,who iceland 's captain now \?,gunnarsson,captain,aron gunnarsson
3087LXLJ6NSFTQPEZR2KCP0MHQHF09,when was the last time germany won the fifa world cup \?,2014 \( the one before this year 's world cup \),world cup champions,2014
3KLL7H3EGEDF0NH0XEE9032PR16VHE,who is the colombian goalkeeper \?,david ospina,goalkeeper,david ospina
3XDJY5RK5TXLBW45DHKLASR39O8U40,how many goals has he scored \?,6 in a world cup,goals,6
3APP19WN72QGL17OC0OJ3BAPV84G6B,what is atletico madric colors,"they play in a blue , red and white strip",jersey color,red and white
3NZ1E5QA60DOBGZZRVM0AU5SHQD5BT,who is the captain of the portugal team \?,cristiano ronaldo,captain,cristiano ronaldo
306996CF6XWPNYYGQ8KO74SB7KU1BF,who 's belgium 's coach currently \?,roberto martinez is the coach,coach,roberto martinez
3JVP4ZJHDQ4Z3HR40Z85FMDEXIA0IM,who is the goal keeper for uraguay \?,fernando muslera is the current no 1 goalkeeper,goalkeeper,fernando muslera
3DA79LNS5A7LTN6CDYPSVRDUBB8T3P,how was atletico madrid founded \?,the club was founded on 26 april 1903 as athletic club de madrid by three basque students living in madrid,founded on,1903
31ANT7FQN9EY2T2LRNWWW58RFC25HG,who is the current manager of barcelona \?,ernesto valverde is the coach,coach,ernesto valverde
3TC2K6WK9HEDALI5600SLLCFRKO825,how many goals did lukaku have during the 2017 2018 season \?,16,caps,16
3XDSWAMB234WE7A3PN6YJP61XHMCQS,who is the head coach of iceland 's national club \?,erik hamren,coach,erik hamren
3PUOXASB58F3U14R0ZFK8SHXWZ4Z9S,who is spain 's goalkeeper \?,david de gea usually plays in goal for spain,goalkeeper,david de gea
3XT3KXP240AUHSDJ2OOMONN5ALU6IR,what is the capacity of their stadium \?,"they currently play at allianz arena , which holds 75 , 000 people",capacity,"75,000"
3LVTFB9DE6U9VJQ8R92H9GRHW8BQGE,how many world cups have italy won \?,"they 've won 4 2006 , 1982 , 1938 , and 1934",number of world cup champion,4
3LVTFB9DE6U9VJQ8R92H9GRHW8BQGE,who is their current team captain \?,gian luigi buffon,goalkeeper,gianluigi donnarumma
3UOMW19E6EI7LLR55VIVLEBB2KX5C7,what is bayern munichs new coach \?,they have a niko kovac,coach,niko kovac
3UEBBGULPG0V9C1UXYG41WOTXFKUFQ,is there a player that does particularly well \?,romelu lukaku,has player,romelu lukaku
3SZYX62S5HC194W9EEAK5SJW0A875H,what is position called for the person who protects the goal \?,the goalie,position,goalkeeper
3MA5N0ATTDNJH2IDT9M2ZX1VQRDWKU,what position does forlan play \?,forward or mid,position,forward
3MA5N0ATTDNJH2IDT9M2ZX1VQRDWKU,what position does forlan play \?,forward or mid,position,forward
3MA5N0ATTDNJH2IDT9M2ZX1VQRDWKU,what position does forlan play \?,forward or mid,position,forward
3MA5N0ATTDNJH2IDT9M2ZX1VQRDWKU,what position does forlan play \?,forward or mid,position,forward
3MA5N0ATTDNJH2IDT9M2ZX1VQRDWKU,what position does forlan play \?,forward or mid,position,forward
3ZG552ORANGBLXEIETB2DZWN2IQ2V5,when was the last time spain won a world cup \?,in 2010,world cup champions,2010
34R0BODSP2BMIJBJ1MOQB2BDMXCE5A,which iceland player made the goal \?,the goal was finnbogason,has player,alfred finnbogason
3KWGG5KP6KE5TSCBXUZH2GMXOFNCM4,do you like any players on atletico madrid \?,i like griezmann,has player,antoine griezmann
3E24UO25Q024DEOM0J1R8KJRMUVO66,who is the coach \?,oscar tabarez,coach,oscar tabarez
3H1C3QRA02V7H4KYGWBYP8HNEEZCEH,what are chelsea 's jersey colors \?,blue,jersey color,blue
371QPA24C30PJKSXQUB97YYXDRUT1X,who 's your favorite soccer player from argentina \?,my favorite soccer player from argentina is paulo dybala,has player,paulo dybala
3Q7TKIAPOUMVS204XETDM9PP8BDLDE,when was the last time italy became the world champion \?,2006,world cup champions,2006
3XJOUITW8V3D0OCEB91O8Z66M2JQTN,who is the manager of paris sg \?,thomas tuchel is the new manager of psg,coach,thomas tuchel
33KGGVH24VTW011HV4C6W1J3QNKX1M,who is ac milan 's manager currently \?,their current manager is named gennaro gattuso,coach,gennaro gattuso
36KM3FWE3SO2EXA8H848OXN6K1V07O,who is the current coach \?,didier deschamps is their coach,coach,didier deschamps
3X7837UUAEAQC3XPK69M0O25N0KJ6H,how many goals has messi scored for argentina \?,65 goals,goals,65
38DCH97KHIEJMLG9ZFNK6TJWN1WJQE,what colors are ac milan \?,black and red,jersey color,black and red
3PKJ68EHDO869SH6GP0QXFRVWE0JHI,who is the coach in the paris sg \?,thomas tuchel,coach,thomas tuchel
37NXA7GVSUIHMJ0QOZT7SVVW8IGLVC,who is their current manager \?,jose mourinho is currently their manager,coach,jose mourinho
3MZ3TAMYTMZN3BB3UCRKZIE2775RI8,who is the captain of colombia \?,radamel falcao,captain,radamel falcao
3DZKABX2ZJHOJF6KBM08PC59E91VC5,who is nigerian captain \?,the captain is john obi mikel,captain,john mikel obi
374UMBUHN6196N2V6R0TOUHPINITCL,who was their captain for that tournament \?,andreas granqvist was the captain of sweden in world cup 2018,captain,andreas granqvist
3DZKABX2ZJHOJF6KBM08PC59E91CVM,how many times did spain win the world cup \?,"spain have won the world cup once , in 2010",world cup champions,2010
3DZKABX2ZJHOJF6KBM08PC59E91CVM,who is spain 's coach now \?,"spain 's coach is luis enrique , a former barcelona coach",coach,luis enrique
3VGZ74AYTHS51IGPMR1MPB2ZRUEGC2,how many world cups have germany won \?,germany have won 4 world cups,number of world cup champion,4
3KI0JD2ZU2UXS8WNJXKPXYXWW5L76Z,what color is the ac milan jersey \?,black and red,jersey color,black and red
3VQTAXTYN4X5WVPESWU8I6X8IHTUB9,what 's bayern 's ground called,allianz arena,ground,allianz arena
3N3WJQXELT28PS2O0P9WQQYLBKNL24,who was the captain of the iceland in world cup 2018 \?,aron gunnarsson was their captain,captain,aron gunnarsson
3SBNLSTU6VHFXRH8CFKMUO0NNIJZD5,who is the goaltender for france \?,lloris is the keeper,goalkeeper,hugo lloris
3G4VVJO6P0STXTLCHN8773TZXUAKPN,what color is bvb dortmund 's uniforms \?,yellow and black are the uniform of dortmund,jersey color,yellow
3IJ95K7NDYOOSMDGBHA05MWBQWSGNG,who is the coach \?,emery is coach,coach,unai emery
3FCO4VKOZ5P15NP2PF3N9MP9D387EJ,what colors they play in \?,bvb dortmund colors are black and yellow,jersey color,yellow
3R6RZGK0XGO1MI7P7EIXM3XSHXJVYD,who is their coach now \?,bvb dortmund 's current coach is lucien favre,coach,lucien favre
3Y40HMYLL2UC9YSFXSMQ73O01KHXUL,who is the coach for iceland 's team \?,heimir hallgrimsson is the coach of iceland is very good coach,goalkeeper,hannes thor halldorsson
3HYV4299H18551ULZKVTNML4ONE8E7,who is you favorite swiss player \?,shaqiri,has player,xherdan shaqiri
3UUSLRKAUMFWDHB2TKS3347ODR7D7W,who is the goalkeeper of mexico,guillermo ochoa,goalkeeper,guillermo ochoa
3I7KR83SNBP856550YCALDTLTPP9KF,who is the coach \?,roberto mancini is the coach,coach,roberto mancini
3ODOP6T3ATWCRKV3UXAF49WBQXP42S,who is their goalkeeper \?,yann sommer is their goal keeper,goalkeeper,yann sommer
3QREJ3J43493686EPVF0QMKFSK8KLO,how many times in the history italy won world cup \?,"italy have won the world cup 4 times , in 2006 , 1982 , 1938 and 1934",number of world cup champion,4
3QD8LUVX4YAVOJ20WREIZRWL32L5X9,which colors are used in bvb dortmund logo \?,black and yellow,jersey color,yellow
3PIOQ99R7ZY7X4EBVMZH91X3053NUO,what is the name of belgiums manager \?,roberto martinez is the manager,coach,roberto martinez
306996CF6XWPNYYGQ8KO74SB7KU1BF,who 's belgium 's coach currently \\?,roberto martinez,coach,roberto martinez
32PT7WK7DNRECYAFR8PDQNV88PM3DI,what color are their uniforms \?,chelsea 's home kit is usually blue and white,jersey color,blue
3WYZV0QBFKPXDZJ9X15V2DWDDY7BXG,france win the wolrd cup \?,france is 2018 world cup champion,world cup champions,2018
3WYZV0QBFKPXDZJ9X15V2DWDDY7BXG,who was the captain of france in the wc \?,hugo lloris was the captain of france at the last world cup,captain,hugo lloris
3WYZV0QBFKPXDZJ9X15V2DWDDY7BXG,when was the last time they won a wc \?,france won an 2018 wc,world cup champions,2018
3BJKPTD2QDODCPREOOQODPGAHPORTR,coach name \?,roberto mancini,coach,roberto mancini
3AQN9REUTGSFS173GTI3GHRLHQFDYW,who is the manager of atletico madrid \?,diego simeone,coach,diego simeone
3RWO3EJELILRRSZQ9D2P2OX0OOA1P1,what position does ronaldo play \?,he 's a forward,position,forward
3MZ3TAMYTMZN3BB3UCRKZIE168ARIC,who is the goal keeper for sweden \?,the swedish goalkeeper is robin olsen,goalkeeper,robin olsen
344M16OZKJRQ88HP5MKC5JBZDIDNEA,who is chelsea 's manager \?,maurizio sarri is currently their manager,coach,maurizio sarri
37MQ8Z1JQF8SPR9NJ4YMKY0HKZQY28,do the players of fc porto wear the same boots or do they have individual ones \?,120 minutes worthy of the dragons in the locker room,has player,adrian lopez
36MUZ9VAE7EHMWQCGS699EZ60D8EDH,who is the captain of the juventus team \?,giorgio chiellini is the captain,captain,giorgio chellini
311HQEI8RTSZGIGYL2H0UWQR19H7ZP,who plays goalkeeper for uruguay \?,fernando muslera is the goalkeeper for uruguay,goalkeeper,fernando muslera
3FW4EL5A3M02O6GGQJRRBUZD6JT22U,how many goals did he score \?,50 goals,goals,50
3LVTFB9DE6U9VJQ8R92H9GRGV9GGQ8,who is the team coach,maurizio sarri was recently appointed their head coach,coach,maurizio sarri
3R6RZGK0XGO1MI7P7EIXM3XSHXKYVH,has spain ever won a world cup \?,"yes , in 2010",world cup champions,2010
3R6RZGK0XGO1MI7P7EIXM3XSHXKYVH,who are the captain in final \?,sergio ramos,captain,sergio ramos
38F60IALAHTPCV7FUB79TTFO9YM0T0,who is the current captain of italy \?,giorgio chiellini is the captain,captain,giorgio chiellini
38F60IALAHTPCV7FUB79TTFO9YM0T0,how many world cup titles has ital won \?,they have won 4,number of world cup champion,4
3PIOQ99R7ZY7X4EBVMZH91X2Z66UNX,how many goals ahmed musa scored in russia 2018 world cup \?,2,goals,2
3QX22DUVOPT1S1IBOBUMS8AM9M2VML,how many titles has uruguay won so far \?,"urugauy has won 2 world cup titles , one in 1930 and one in 1950",number of world cup champion,2
3QX22DUVOPT1S1IBOBUMS8AM9M2VML,who is currently thier goalkeeper \?,martin silva,has player,martin silva
3VCK0Q0PO6QRHI2VXFLXKU9VH7GN0F,what does fc portos home uniform look like \?,fc porto 's home uniform is blue and white stripes,home jersey,blue and white
371DNNCG45E7UKCIPFKOM8L6SWXT8F,who was argentina 's captain at the last world cup \?,lionel messi,captain,lionel messi
371DNNCG45E7UKCIPFKOM8L6SWXT8F,how many times has argentina won the world cup \?,2 times in 1978 and 1986 it 's been a while,number of world cup champion,2
3XDJY5RK5TXLBW45DHKLASR39O94UB,who is the captain of senegal \?,sadio mane is the captain of senegal is the best,captain,sadio mane
391FPZIE4DYFN8S0SO444H06DUXUHO,when was real madrid founded \?,1902,founded on,1902
3U74KRR67NXSXRZMVH9745B0GS1NT1,who is the coach for the swedish football team \?,janne andersson,coach,janne andersson
38EHZ67RIN4IA4SGZGV0S77BL8IGMK,whos bayerns current manager \?,niko kovac is their manager right now,coach,niko kovac
38RHULDV9ZRSB7SPT61QMHMIYNOWIJ,how many goals has lucas perez scored total for arsenal \?,"just 1 , i think",goals,1
3UXQ63NLABY2D52KJI27RJ1P5Q0BLW,what are the arsenal colors \?,the club colors are white and red,jersey color,white and red
3RKHNXPHGX86PYT8Y971H9GY5B2KUJ,which year was liverpool fc founded \?,liverpool was founded in 1892,founded on,1892
375VMB7D4KVT21SYCBW0UTXXR7HIDV,who coaches senegal \?,aliou cisse,coach,aliou cisse
378G7J1SJMAGV2Q3XNBZ12OQ6UHWEA,what is the name of switzerland 's coach \?,vladimir petkovic,coach,vladimir petkovic
3UL5XDRDNDV59I1SOJ2QJSFRBUF583,who is the coach for ac milan \?,gennaro gattuso,coach,gennaro gattuso
39HYCOOPKPXFYKIPXQUSMM4F9FZMDE,what position does messi play \?,he is a midfilder,position,midfielder
38Z7YZ2SB4ENRAW3HX2KUS4WAM7QI9,when did italy win the world cup \?,"they won four times , 1934 , 1938 , 1982 and 2006",world cup champions,2006
34F34TZU7XB2U2EOX4XJABLT7VJ2JK,who is the captain for argentina \?,lionel messi is the captain,captain,lionel messi
3W0XM68YZQ7QG12AWLXH67B1UE41K0,who is the coach for atletico madrid \?,diego simeone is atletico madrid 's coach,coach,diego simeone
3IH9TRB0FCBZA6CMWIC5TRWP39C1IN,when did brazil last win the world cup \?,brazil won world cup in 2002,world cup champions,2002
3E9VAUV7BXQHUU4RWJR1QGJGXMFYAD,who is the head coach \?,diego simeone,coach,diego simeone
3SSN80MU8D0Y62N33EIO1GF2ZTJXKO,who is the manager for ac milan \?,gennaro gattuso,coach,gennaro gattuso
3P458N04Q2T3PMJDE8CK1KT9JSTX2Z,who is the head coach of liverpool,jurgen klopp,coach,jurgen klopp
359AP8GAGHWM8P5OTOXSJYP6SRV7CQ,who is the owner of real madrid \?,mr florentino perez,chairman,florentino perez
3E9VAUV7BXQHUU4RWJR1QGJGXMFYAD,who is the owner of atl madrid \?,enrique cerezo,chairman,enrique cerezo
3CIS7GGG66V33Y1Y2NWYJE3TLE5UE8,who is the owner of fc porto \?,jorge nuno pinto da costa,chairman,jorge nuno pinto da costa
